f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f12;f13;f14;f15;f16;f17;f18;f19;f20;f21;f22;f23;f24;f25;f26;f27;f28;f29;f30;f31;f32;f33;f34;f35;f36;f37;f38;f39;f40;f41;f42;f43;f44;f45;f46;f47;f48;f49;f50;f51;f52;f53;f54;f55;f56;f57;label
36.05;17.64;24.58;21.85;10.56;29.61;23.77;37.35;25.96;36.41;27.38;31.27;29.55;31.83;13.97;16.58;32.69;21.8;23.23;16.96;28.98;25.17;25.46;27.74;23.69;28.65;29.41;36.03;14.17;0.0;40.52;19.66;37.23;8.45;47.65;29.65;42.94;27.21;23.18;17.87;52.73;31.23;27.21;26.38;31.45;34.93;37.43;35.48;50.49;27.34;40.75;31.26;17.79;18.17;31.67;35.23;43.98;0
65.64;36.42;59.8;47.86;53.17;58.24;46.63;24.39;53.23;30.93;52.38;36.52;47.16;39.43;36.91;40.88;49.09;72.79;67.72;45.78;58.87;60.48;40.05;27.89;53.63;78.9;47.66;63.11;75.2;37.59;46.14;7.58;27.86;17.81;21.63;22.15;30.69;31.44;33.71;10.42;38.61;32.43;26.12;42.68;44.6;32.4;31.72;19.59;48.04;18.22;38.53;35.39;48.48;23.24;45.65;21.85;33.41;1
68.82;36.37;55.28;56.48;54.32;44.63;53.59;34.91;63.74;49.77;54.28;31.94;60.56;45.58;35.03;53.55;35.84;42.2;64.62;62.62;35.97;61.06;39.47;71.69;50.48;73.43;64.47;67.21;51.98;35.76;41.77;30.54;0.0;37.86;47.78;43.12;37.48;27.4;29.84;15.88;21.42;48.23;43.59;35.02;40.29;22.09;36.58;28.01;33.76;47.13;29.72;36.02;39.21;28.27;35.94;23.88;8.8;1
77.04;27.42;71.97;40.44;40.22;44.37;51.25;39.09;58.44;31.0;69.06;39.97;78.2;32.36;49.11;42.58;57.97;46.12;73.18;34.19;60.08;39.91;51.29;41.51;39.91;53.88;65.71;53.73;72.01;30.52;25.35;18.47;23.5;43.25;48.04;32.54;44.52;30.6;49.85;25.23;50.46;17.46;42.04;36.36;46.45;46.43;7.16;46.58;31.89;34.24;25.38;43.04;28.91;37.37;37.2;35.59;43.33;1
68.75;38.92;57.59;42.51;33.53;51.75;43.8;53.87;48.11;31.88;30.84;66.75;63.1;54.65;51.03;31.49;37.2;58.02;56.43;32.82;67.47;38.95;33.47;11.21;50.58;50.03;67.0;66.54;92.4;23.89;48.9;35.6;25.66;42.41;59.73;33.76;39.15;39.68;41.42;27.03;56.31;23.54;44.82;40.46;24.68;30.77;13.6;23.68;35.79;23.19;25.64;34.21;43.85;22.07;43.7;20.55;23.25;1
81.84;40.15;34.56;59.14;42.64;50.98;39.78;32.5;50.26;36.37;66.49;63.22;81.74;0.59;46.01;49.38;59.7;47.01;53.8;38.47;57.28;53.06;45.42;71.43;37.19;69.29;43.88;56.51;51.85;61.91;43.8;23.71;28.62;39.83;48.25;24.49;26.11;36.24;50.02;25.41;37.45;30.23;25.2;36.43;53.73;38.84;35.75;24.01;46.24;12.77;26.72;63.4;35.08;39.46;33.59;14.32;57.43;1
31.19;25.81;23.5;33.63;25.06;21.55;21.91;25.5;22.8;26.49;30.97;29.23;29.48;20.18;29.92;18.45;37.24;31.51;37.61;14.79;42.55;14.32;23.45;26.56;14.47;24.1;20.88;38.42;26.08;26.49;53.99;29.72;38.71;31.54;26.34;22.58;45.19;44.0;29.21;17.06;35.17;27.45;42.2;28.49;47.32;47.5;30.84;34.96;47.58;42.81;40.41;39.09;13.89;23.9;27.69;28.72;33.7;0
52.13;42.83;65.86;57.68;39.65;55.4;60.47;59.28;50.34;50.49;45.22;24.15;58.43;27.93;53.6;45.4;58.65;66.76;60.21;67.16;49.24;62.03;25.84;38.67;33.05;72.64;63.62;53.47;58.28;56.96;49.18;14.03;25.14;51.48;60.19;44.0;42.74;27.7;32.64;39.27;16.09;30.52;38.22;42.01;14.43;33.77;10.15;37.13;55.23;38.43;27.6;21.51;46.45;17.99;18.23;18.37;37.28;1
94.81;44.51;67.34;74.36;63.63;45.36;48.43;28.78;63.37;51.31;73.09;48.32;57.13;51.88;36.93;40.29;49.31;58.0;67.21;54.94;64.01;28.6;27.35;34.36;32.67;83.16;35.64;68.02;55.55;31.93;44.37;19.32;18.76;45.03;53.78;42.08;35.19;37.3;41.45;36.16;43.45;35.43;17.79;43.1;16.15;23.86;33.76;28.49;44.32;21.58;33.61;44.14;18.6;33.39;35.0;32.57;17.76;1
23.87;43.68;30.33;32.71;21.2;20.61;34.56;22.85;31.3;21.81;20.9;9.57;27.14;26.67;43.3;12.62;31.07;13.63;30.55;26.38;26.06;3.32;0.15;24.96;29.59;23.92;33.52;43.58;30.4;18.39;46.94;26.74;41.16;55.98;27.28;28.47;32.56;33.13;35.45;34.82;57.77;24.45;47.38;30.61;39.57;37.61;26.68;39.7;45.02;22.7;28.59;51.71;27.15;27.85;27.03;40.1;43.24;0
37.31;24.95;40.1;29.06;28.57;20.16;10.38;29.29;27.11;18.7;25.86;13.22;33.56;11.63;49.0;22.07;46.03;22.75;20.42;28.1;30.83;25.78;38.8;25.03;31.04;24.1;14.24;26.1;31.47;38.06;37.49;27.4;32.39;44.01;27.58;48.55;41.23;26.49;46.55;27.8;29.34;25.16;37.01;29.87;40.73;41.41;20.61;40.18;35.27;33.09;32.19;37.45;25.3;23.16;42.36;35.74;37.87;0
67.8;65.26;70.36;59.97;57.25;50.42;42.6;42.39;36.1;48.32;49.46;51.98;65.15;40.56;23.87;52.61;76.44;53.95;70.01;46.35;57.25;10.25;55.38;54.87;33.41;61.15;54.6;62.41;75.59;61.06;74.84;25.18;27.35;56.5;38.97;34.39;34.35;35.39;27.31;43.27;15.78;24.08;51.58;31.93;54.12;35.81;29.04;38.06;28.02;46.4;43.47;46.03;42.25;25.85;31.17;22.49;13.12;1
70.33;65.25;58.27;69.35;57.55;56.25;43.16;61.52;48.47;32.94;40.01;22.83;69.99;42.87;33.86;46.41;50.62;46.4;61.83;38.29;49.87;60.63;49.74;58.63;51.63;79.31;79.44;65.25;72.13;63.64;28.79;3.74;23.83;37.86;52.06;20.23;45.3;33.45;52.16;33.42;50.7;23.19;30.2;42.23;55.52;32.55;28.5;17.38;46.5;35.97;38.17;50.03;30.14;41.59;27.83;35.06;60.08;1
32.42;15.88;29.01;39.31;22.87;9.57;21.91;13.47;35.65;24.69;23.04;10.43;30.05;23.02;16.53;25.04;43.59;16.63;28.09;28.39;21.7;25.92;8.8;21.29;22.91;30.53;17.13;36.57;0.0;26.11;42.08;29.36;21.83;30.56;29.81;20.5;38.51;37.45;28.47;17.05;33.28;19.26;28.15;33.27;17.34;31.6;17.28;36.34;29.76;19.78;39.55;52.52;33.86;25.08;41.49;19.81;24.23;0
32.74;19.95;26.28;29.9;16.53;30.69;30.55;19.06;26.55;14.63;19.61;31.12;33.89;17.51;31.8;23.98;26.61;26.52;11.69;24.5;25.35;32.35;17.08;32.55;29.11;26.63;10.36;40.95;22.63;19.55;53.59;28.06;17.5;36.9;22.99;31.7;42.21;35.28;18.62;36.65;21.69;9.53;26.66;39.03;43.73;13.69;17.71;33.22;48.91;50.05;31.13;42.29;29.39;29.41;28.82;30.51;27.15;0
30.79;5.2;24.63;29.38;28.4;32.47;36.64;21.5;26.77;19.63;19.2;18.75;27.79;22.49;40.71;20.11;23.56;20.46;26.31;14.06;50.53;21.15;23.71;19.77;36.69;41.62;20.79;39.56;15.41;35.0;49.63;28.11;11.66;32.98;27.0;14.01;35.14;33.4;24.43;22.23;46.57;39.83;35.18;50.78;39.97;40.93;31.15;29.58;50.46;34.13;36.32;44.76;27.78;31.13;34.72;21.55;43.27;0
35.24;18.0;35.13;28.65;23.8;9.61;32.71;14.37;28.31;22.29;10.5;24.3;39.15;13.23;14.54;26.4;35.58;30.7;21.27;41.54;31.54;3.24;21.0;22.56;32.36;25.09;18.3;27.54;9.25;24.57;27.07;35.94;35.34;57.44;44.02;30.79;38.26;35.01;37.49;12.77;41.8;43.54;48.28;39.32;33.94;44.31;9.56;33.66;45.75;22.26;34.84;46.46;24.16;27.76;44.81;18.98;40.06;0
40.01;36.78;45.09;47.56;53.38;59.22;70.65;35.34;51.63;33.93;45.61;67.11;60.95;11.38;43.86;45.81;59.08;41.42;68.42;42.34;49.62;51.9;48.7;63.74;38.16;58.69;77.72;67.77;62.25;54.65;28.56;31.35;34.32;57.81;15.05;41.36;43.38;26.51;36.51;44.93;42.81;32.96;56.2;37.33;20.76;54.3;34.46;37.41;39.54;28.25;28.05;42.19;32.17;27.08;28.05;15.29;37.24;1
26.53;27.58;29.77;22.18;36.73;4.12;23.53;23.8;28.03;18.26;20.81;51.65;34.05;35.95;20.87;16.31;22.5;31.86;31.59;27.12;39.19;19.63;27.0;25.94;20.21;29.32;26.27;30.49;36.73;26.68;32.83;25.61;20.01;28.37;38.51;20.51;34.89;28.86;38.06;25.38;41.45;42.2;25.72;34.58;6.39;38.47;4.66;24.63;39.09;34.17;32.0;45.12;5.23;12.69;38.99;35.77;48.66;0
38.96;25.47;30.77;33.87;27.67;12.53;31.16;25.99;30.15;33.69;15.22;5.61;32.12;48.45;61.64;16.76;17.77;23.19;34.29;27.5;55.09;27.38;13.45;12.71;16.78;29.03;27.35;38.46;32.0;9.28;25.83;42.92;13.73;38.76;27.74;13.87;23.17;24.84;47.28;18.08;28.34;22.63;20.71;45.96;45.27;26.48;25.44;30.56;40.24;46.91;31.29;56.57;43.06;14.46;36.93;31.45;16.42;0
76.41;43.22;61.45;43.47;49.48;40.27;52.65;33.33;54.89;47.19;51.36;24.41;54.09;67.23;43.14;52.69;58.87;51.3;54.73;38.42;57.59;25.31;33.66;61.93;29.47;68.62;62.62;63.68;55.2;15.28;36.07;22.0;18.35;46.43;60.49;27.99;36.5;22.95;51.11;31.99;38.8;35.01;45.88;40.58;29.84;23.42;26.46;27.93;56.38;29.0;31.47;49.41;35.76;14.95;33.34;40.17;34.61;1
38.62;17.85;28.41;37.95;21.27;15.62;25.45;30.94;26.67;21.48;33.78;25.65;33.55;21.42;28.75;17.12;35.9;17.08;45.39;51.07;27.59;26.17;43.07;21.33;29.39;48.3;22.69;26.92;37.88;25.01;57.56;16.41;32.03;28.73;17.56;48.31;33.33;27.8;33.46;33.46;29.86;28.29;44.08;36.19;36.76;38.21;19.51;28.59;47.23;12.49;27.66;19.73;17.88;17.67;48.39;22.83;47.5;0
26.61;29.94;35.11;29.91;40.98;2.87;36.74;12.86;42.8;15.46;24.33;15.96;43.75;14.3;31.51;22.6;34.77;20.6;29.82;29.45;12.2;22.92;23.7;23.52;18.01;20.67;22.44;35.03;8.42;24.09;46.61;27.69;41.32;29.19;22.53;36.3;36.74;31.56;33.75;24.8;37.75;24.16;31.91;30.76;55.23;62.41;28.85;17.92;47.59;23.1;35.69;36.52;43.94;22.26;30.94;24.7;1.87;0
35.28;8.3;25.25;37.5;15.85;36.63;32.51;17.53;23.88;22.89;28.73;31.33;29.51;27.84;38.58;30.57;41.0;33.06;29.9;25.5;27.37;30.35;22.97;15.32;21.09;27.97;14.18;36.41;24.54;27.56;69.29;38.13;10.07;59.29;9.07;29.53;30.77;22.44;16.65;13.39;64.02;26.85;35.84;28.02;40.0;46.67;22.16;31.99;41.85;58.17;32.13;31.66;5.21;12.03;25.79;25.45;63.2;0
41.29;20.87;42.61;36.47;21.64;20.16;16.78;10.78;35.84;24.76;31.32;15.75;33.52;22.23;28.88;16.91;34.2;22.96;24.39;30.22;14.17;21.08;7.26;20.41;33.07;37.13;25.55;29.39;15.52;14.37;32.77;43.47;35.68;53.96;49.03;35.57;35.59;39.46;37.16;22.33;27.67;26.29;49.59;43.08;19.8;44.82;18.78;39.93;50.96;56.77;34.67;43.3;35.77;21.47;33.44;34.92;40.36;0
30.73;28.56;34.05;36.98;29.44;11.47;37.35;21.49;38.06;32.78;23.09;14.54;27.93;13.08;24.6;20.47;32.27;19.9;31.78;27.78;32.55;30.74;21.05;33.75;23.44;37.45;25.25;40.83;18.96;16.29;27.11;20.37;46.14;24.34;23.27;45.19;45.35;32.1;37.94;34.91;27.12;25.02;41.34;36.79;44.91;18.01;25.54;18.7;30.57;39.99;30.97;43.18;52.0;36.25;41.77;22.81;54.26;0
78.77;58.49;69.48;38.09;56.57;33.74;60.74;33.77;46.25;32.35;45.92;64.04;52.32;47.7;62.42;40.44;69.2;35.09;60.26;49.2;69.37;42.07;19.63;29.63;30.28;56.49;52.86;62.32;50.84;60.24;39.48;27.62;35.84;26.1;65.91;42.26;39.27;42.39;6.85;40.21;41.02;19.26;29.51;42.06;44.73;29.44;42.06;20.39;35.15;3.66;32.79;31.28;23.08;20.76;26.11;29.9;47.87;1
62.45;36.81;66.43;55.16;29.18;47.58;48.41;15.11;50.1;31.85;39.96;34.56;77.73;39.66;46.44;57.43;74.49;51.77;55.93;50.33;52.94;35.0;34.88;64.73;56.8;61.12;57.5;51.51;50.73;37.26;28.9;34.96;16.54;46.53;40.55;26.58;31.21;33.03;37.9;55.49;29.47;39.56;30.69;31.24;52.76;36.95;26.88;42.2;41.6;58.52;28.78;51.22;17.44;25.23;40.94;28.2;33.34;1
42.26;0.0;46.54;37.35;27.35;24.48;26.24;12.86;36.43;47.42;15.96;19.74;41.34;26.59;33.88;25.56;20.85;20.95;52.0;28.26;10.72;26.77;25.13;20.79;30.68;26.14;11.64;38.73;27.59;25.16;45.72;30.9;11.44;58.25;10.76;17.04;41.31;33.51;52.01;11.17;36.82;27.3;27.89;50.66;49.05;28.03;22.37;14.54;43.57;21.13;28.64;66.23;40.16;33.64;41.72;27.9;61.16;0
62.98;31.64;63.47;32.49;65.96;49.58;57.57;41.46;52.27;29.54;62.88;58.54;57.94;17.82;61.06;45.96;50.87;39.09;59.42;50.75;48.38;58.74;24.2;77.95;39.66;75.94;52.68;66.94;84.9;32.31;58.04;21.54;24.11;49.81;30.58;48.89;31.07;20.44;44.06;29.63;44.68;32.95;36.75;33.72;35.76;23.9;29.5;10.17;45.99;42.92;33.11;42.12;7.8;28.98;31.89;31.03;20.49;1
25.63;6.14;32.38;45.9;16.59;22.85;39.06;30.45;18.88;30.53;36.37;29.18;48.44;26.61;18.16;24.24;37.98;31.67;32.53;35.68;45.24;35.14;11.25;22.45;11.11;23.81;29.74;36.04;36.93;8.14;42.69;25.18;45.63;31.35;30.75;53.83;26.2;26.56;29.32;23.86;53.85;36.04;15.19;33.91;51.52;40.83;27.48;39.49;34.98;32.33;38.04;38.95;28.69;34.35;39.68;29.23;34.91;0
44.08;38.68;61.49;32.67;37.88;58.21;46.33;45.83;54.66;36.4;50.81;20.7;81.65;33.71;30.82;49.67;41.8;48.25;56.72;48.1;51.33;69.02;25.02;49.87;58.91;63.08;46.67;64.16;63.6;21.27;31.66;17.65;36.49;34.59;12.96;22.16;30.67;32.52;58.66;30.01;33.23;28.91;30.66;43.32;24.9;21.75;24.94;35.82;31.36;40.82;40.6;42.42;21.11;43.49;43.76;30.16;62.86;1
29.78;6.28;27.54;39.4;17.66;6.53;27.15;10.28;41.17;22.59;10.91;9.41;27.84;13.96;12.39;11.65;45.24;29.42;10.48;34.29;22.12;9.15;18.4;30.92;22.19;37.92;14.65;34.25;15.33;28.47;36.64;17.2;23.69;19.66;53.47;29.08;42.29;31.78;29.19;13.57;49.82;34.78;38.38;44.65;33.35;25.37;40.75;20.81;31.98;37.24;38.16;39.78;18.22;39.98;40.87;27.96;1.06;0
45.27;39.83;45.73;53.27;56.99;39.52;52.49;36.44;55.85;41.49;46.32;56.83;63.33;34.31;45.23;61.87;64.85;36.91;58.99;41.46;45.85;32.15;29.43;66.71;57.19;58.78;70.47;50.66;66.56;78.48;34.15;24.97;42.86;62.18;29.97;36.28;37.17;24.35;31.55;33.98;54.84;25.19;37.38;29.33;39.46;42.25;53.82;15.29;42.51;34.08;33.5;44.29;56.57;18.92;46.44;36.8;54.26;1
56.75;36.34;43.93;50.59;55.52;51.31;56.29;29.27;40.22;26.33;16.0;42.36;66.28;58.8;27.04;50.31;38.85;42.28;56.28;41.04;69.25;45.16;45.99;46.27;54.42;82.93;54.68;76.94;49.76;35.76;59.88;33.64;20.88;19.94;55.81;35.95;38.35;38.31;28.05;26.82;38.17;31.0;36.75;27.45;27.67;35.94;43.17;45.02;34.51;29.14;40.18;33.35;33.94;18.0;34.32;21.54;30.27;1
28.28;15.83;36.1;25.6;17.98;13.8;18.37;15.75;37.91;26.48;26.88;41.71;39.87;28.77;21.07;22.75;24.85;35.03;37.18;18.88;42.17;21.09;7.89;41.63;31.08;35.33;37.21;30.31;45.04;18.28;46.52;32.54;20.73;42.94;9.04;26.9;44.12;31.95;39.65;33.75;26.78;34.22;44.08;38.61;33.63;34.79;48.16;23.21;31.5;17.57;35.82;34.25;2.59;41.03;34.24;14.49;27.27;0
49.61;46.14;51.86;55.58;61.46;58.73;49.91;28.48;49.21;54.21;80.84;24.0;55.88;34.23;64.53;31.59;64.74;55.08;58.18;62.22;58.89;39.5;42.6;65.79;58.15;57.46;62.56;60.18;58.22;66.45;59.57;17.87;23.46;35.87;40.6;35.27;38.94;26.52;12.97;1.72;31.34;35.27;48.08;38.29;16.74;31.75;16.79;45.0;33.7;19.6;16.42;58.05;24.93;20.23;22.22;12.37;45.18;1
60.03;34.61;81.91;56.65;46.04;65.14;69.63;52.53;43.68;38.89;40.83;18.65;64.44;43.29;61.19;42.6;42.34;52.62;62.12;53.31;58.01;32.8;38.1;45.4;63.74;69.93;72.06;60.01;71.48;23.03;25.89;15.73;11.02;59.79;43.92;19.58;36.65;26.13;30.2;35.04;37.08;30.22;6.27;40.06;39.34;40.87;19.92;23.61;48.62;31.71;29.59;40.96;38.47;34.87;20.19;19.01;43.17;1
38.25;0.0;34.4;19.02;23.33;17.16;18.64;33.76;27.46;24.91;15.08;32.69;24.33;13.09;25.0;25.3;26.52;32.4;27.31;27.13;33.67;18.89;44.02;28.8;33.7;39.57;28.96;43.03;26.27;26.32;75.15;19.23;16.89;57.59;21.83;34.4;38.58;32.78;10.08;13.24;49.62;36.33;18.71;45.65;42.16;40.74;44.33;25.84;36.61;25.28;35.0;42.16;51.92;40.77;32.94;26.17;58.8;0
55.88;40.47;78.82;42.76;52.12;47.88;55.95;44.21;38.69;43.63;54.75;47.17;46.51;41.4;58.63;50.71;49.41;45.18;55.31;40.52;42.56;59.44;44.89;47.36;54.32;81.31;48.74;80.55;64.23;56.08;57.71;0.6;6.3;24.17;40.59;35.07;34.72;30.25;16.94;30.96;41.34;28.41;32.81;45.41;0.0;42.52;24.14;21.05;57.69;31.03;27.62;56.35;27.57;21.4;29.25;26.72;0.0;1
85.56;58.27;70.29;49.54;46.97;57.75;43.65;26.8;56.32;27.31;33.64;27.8;53.62;39.7;49.75;46.8;48.1;61.97;64.47;50.12;47.62;56.24;38.92;50.85;43.16;71.4;61.92;44.54;62.94;44.49;57.03;39.08;15.03;34.79;40.24;42.19;39.82;29.54;20.5;48.58;21.58;30.1;46.95;32.15;26.08;32.58;35.07;21.68;55.88;43.89;35.52;31.59;16.62;34.04;40.84;30.62;16.95;1
73.94;31.73;49.07;47.96;47.64;55.35;69.77;64.73;70.4;35.09;47.42;26.08;64.34;38.03;32.76;59.74;46.19;50.54;49.43;43.79;53.65;68.26;22.86;50.09;42.13;54.74;62.4;68.11;55.65;28.43;43.49;19.17;68.5;42.95;24.17;22.49;38.51;26.93;38.7;13.14;59.17;28.58;35.48;47.41;42.66;50.67;24.93;16.98;40.38;40.69;29.0;27.45;32.58;24.5;29.39;15.18;44.06;1
36.15;37.07;32.27;20.47;7.05;30.35;38.3;25.57;37.18;15.34;35.41;38.85;32.09;18.33;25.03;19.09;36.9;29.04;38.91;26.79;26.81;21.9;15.8;20.89;20.3;28.01;16.08;38.33;18.4;30.06;55.89;45.36;37.32;44.46;25.94;24.41;48.46;31.55;16.66;27.13;33.85;37.76;13.58;36.94;55.97;30.13;34.78;27.07;38.84;36.89;32.93;59.47;26.73;41.09;29.35;18.88;54.6;0
39.74;33.41;35.6;29.12;28.29;19.6;37.25;10.04;29.33;4.31;22.29;39.98;32.16;11.56;37.45;14.92;30.48;37.1;47.13;26.95;41.97;20.94;34.84;17.0;34.07;31.99;21.22;32.12;35.97;42.79;26.84;35.79;22.33;31.02;26.84;46.17;45.65;40.23;41.13;26.73;37.95;13.55;36.61;34.01;51.32;28.1;29.41;39.83;47.73;36.12;27.91;52.02;13.17;9.3;39.92;30.88;40.2;0
38.86;19.08;35.83;29.44;21.69;30.52;25.44;30.48;33.34;28.9;31.46;13.57;40.34;36.18;33.84;13.1;28.56;26.51;36.79;29.67;12.49;26.76;10.47;22.13;30.02;40.24;23.03;42.1;20.15;27.12;47.83;42.61;22.69;57.89;37.35;39.49;29.61;30.66;67.84;29.23;42.4;31.29;36.25;41.49;31.28;48.06;15.83;20.91;41.41;34.73;31.67;44.69;32.54;24.81;25.13;22.37;40.51;0
54.93;46.52;76.82;57.52;56.35;37.89;56.47;32.48;33.57;53.29;46.74;41.73;87.09;45.59;40.19;43.78;56.76;44.7;63.11;52.25;72.48;52.64;44.74;28.76;41.93;55.12;63.5;60.76;74.39;48.14;45.28;46.99;14.77;34.44;30.33;59.61;33.15;30.76;22.34;15.38;36.43;36.19;35.85;43.81;34.44;52.77;28.15;33.58;43.24;45.95;30.05;46.32;32.14;25.61;39.37;19.15;38.24;1
31.0;25.66;35.91;2.98;28.02;16.57;23.42;28.02;31.15;32.06;22.53;23.09;28.83;15.09;19.36;31.44;40.05;28.75;36.52;27.52;15.03;24.45;38.87;19.15;27.63;23.89;20.49;42.45;40.06;30.37;34.47;11.97;42.83;49.35;61.23;59.24;49.3;19.72;39.88;26.59;39.11;22.53;39.38;39.55;26.91;16.57;13.93;25.13;39.33;34.16;43.84;33.94;34.54;31.33;37.81;38.13;46.05;0
80.56;57.31;60.81;39.06;65.55;45.76;62.16;27.67;50.32;30.54;59.8;34.24;67.5;50.22;31.19;59.13;58.26;41.64;60.47;45.5;76.02;51.26;37.07;20.84;50.83;74.27;35.94;59.51;58.09;38.1;41.46;2.04;17.08;42.03;16.48;13.55;39.47;15.42;49.17;33.56;39.24;39.46;25.5;44.27;23.72;38.65;38.6;17.98;31.1;20.82;38.82;38.56;6.55;29.32;41.73;17.22;11.99;1
79.86;53.01;63.24;68.21;46.95;54.17;57.46;42.93;47.59;49.1;74.19;24.05;62.28;41.61;52.03;44.28;55.02;52.5;48.49;44.4;54.38;40.69;21.49;55.14;45.41;53.45;43.12;61.95;68.98;36.51;36.96;31.36;28.03;12.09;23.69;41.5;46.44;34.19;34.65;32.92;44.51;37.63;33.37;36.14;47.1;36.88;32.9;12.33;46.82;64.73;36.73;68.62;6.28;36.21;34.65;31.72;31.61;1
28.43;27.36;35.5;36.14;18.2;20.03;34.91;16.23;23.47;25.98;22.99;20.62;42.32;38.69;24.62;16.95;24.16;28.14;33.02;27.77;48.94;27.5;10.46;17.2;21.2;33.06;12.99;35.16;56.66;22.16;22.52;23.2;23.5;66.92;17.57;29.08;38.63;37.05;16.69;19.94;36.27;31.21;48.01;52.08;32.2;34.19;27.09;20.94;46.13;25.64;26.04;51.85;46.24;20.62;54.89;14.0;18.82;0
35.38;6.88;31.57;36.8;27.03;29.08;36.12;34.08;34.04;15.88;20.53;25.59;36.44;11.76;24.42;21.74;41.09;24.96;48.57;24.99;6.24;30.21;13.94;28.98;28.76;47.55;23.07;35.44;29.24;15.02;26.91;24.28;28.61;60.05;34.89;35.95;37.66;24.59;38.75;15.68;36.5;51.47;29.02;35.06;23.23;39.33;29.42;34.17;48.24;10.04;30.09;41.45;28.38;30.7;23.63;16.36;0.0;0
70.91;40.21;74.05;52.26;49.99;47.22;53.73;31.08;32.23;30.61;32.6;61.98;65.52;28.53;45.83;41.45;46.61;37.09;65.93;49.01;67.66;28.2;61.2;44.48;50.21;69.18;64.89;57.62;57.07;52.1;20.38;28.89;9.48;60.58;52.16;42.77;31.53;34.54;25.15;30.45;33.5;24.28;37.39;41.44;60.02;31.34;29.58;24.37;47.44;31.63;33.98;43.51;28.04;36.24;38.99;20.01;11.02;1
66.58;29.1;76.31;37.71;53.32;34.68;56.67;47.14;65.99;66.18;43.94;44.63;90.26;40.61;38.94;42.95;75.17;27.92;52.23;53.24;66.48;62.54;33.75;38.98;56.53;42.01;42.03;62.96;56.36;26.55;48.54;14.44;31.03;49.39;47.82;12.58;34.12;33.26;34.16;31.0;43.14;35.21;46.3;38.6;12.74;30.0;30.59;49.98;33.98;16.36;35.34;26.29;20.74;38.47;44.39;29.64;13.83;1
68.86;51.21;62.96;48.52;45.01;54.45;50.19;36.49;35.76;35.62;46.57;21.8;75.27;17.95;35.03;45.01;41.44;45.1;61.64;47.84;52.55;30.31;12.71;62.85;35.89;54.0;56.04;73.22;55.92;65.14;61.29;14.06;11.13;72.75;38.07;33.6;33.95;43.73;29.27;39.96;47.53;32.78;40.11;40.08;34.92;37.46;8.64;27.04;47.24;14.93;33.0;44.85;15.68;34.78;40.16;21.57;36.68;1
42.11;8.08;33.47;34.56;38.28;28.29;26.75;13.4;32.79;23.35;14.18;45.84;42.52;14.79;30.57;24.5;27.63;28.59;45.94;22.56;13.44;23.36;4.13;26.49;28.13;38.37;19.05;27.35;26.55;38.43;61.76;15.45;26.87;31.05;32.18;47.03;53.82;30.98;31.3;36.61;40.67;27.28;30.76;32.23;57.35;30.12;24.7;29.11;40.71;34.4;39.94;33.3;50.84;0.0;45.63;23.73;45.78;0
45.76;48.71;74.48;49.51;52.3;48.1;44.26;44.05;56.16;47.94;51.24;38.33;69.38;37.15;35.8;49.67;34.67;42.03;58.85;45.94;61.04;56.91;28.06;35.94;50.69;79.13;56.87;65.42;61.29;34.17;36.62;31.23;44.69;28.57;33.63;38.34;32.75;36.9;1.5;45.52;45.37;32.07;40.51;40.65;52.96;25.13;16.4;19.7;47.91;36.94;33.52;53.27;4.64;23.31;26.28;32.74;25.14;1
30.06;14.86;35.14;38.84;24.66;28.76;22.2;27.75;46.73;21.01;16.2;8.38;37.4;31.05;11.02;26.04;46.51;26.97;34.3;12.28;19.23;22.05;20.36;24.53;23.81;17.37;15.42;38.7;4.29;38.32;38.79;34.21;35.31;32.57;56.34;48.62;42.25;23.75;15.94;25.42;30.91;50.15;28.61;50.94;44.59;31.42;21.92;2.67;36.29;19.75;45.38;54.45;14.96;36.43;41.89;35.77;60.37;0
43.24;6.76;33.09;34.52;12.36;17.96;37.86;18.3;34.56;42.35;36.82;42.54;19.89;38.37;17.47;16.99;42.49;26.99;25.98;35.68;31.07;27.23;32.78;22.4;28.24;39.32;21.6;27.85;17.4;38.83;30.11;14.94;28.57;31.34;48.87;20.5;35.49;28.68;45.84;27.1;50.04;30.5;42.21;26.49;52.85;20.86;35.68;36.26;54.19;28.45;36.61;38.86;43.76;19.2;34.92;25.55;49.5;0
49.76;43.61;70.41;44.71;47.64;45.79;73.75;38.68;53.24;28.96;37.56;49.99;57.26;42.93;48.75;53.64;65.45;48.63;46.45;35.94;70.45;38.15;40.66;45.47;51.04;66.19;41.43;68.36;46.87;42.62;43.88;28.46;1.87;48.93;15.55;34.3;39.38;26.77;15.3;26.86;22.73;29.53;56.23;40.99;28.79;24.73;50.69;24.41;55.92;47.85;31.93;42.09;39.58;18.2;27.31;28.76;31.23;1
63.1;42.56;52.41;44.38;48.15;47.41;65.55;30.97;47.04;58.67;61.9;73.0;93.29;12.23;38.97;53.29;57.24;52.32;55.44;47.93;55.91;59.49;55.91;54.52;49.85;68.25;42.82;52.5;55.93;46.49;58.33;27.54;48.96;49.14;43.82;21.63;39.5;32.99;36.43;20.32;39.55;24.69;49.21;37.69;29.06;38.81;24.37;25.74;36.86;9.35;30.59;61.05;1.44;2.86;53.29;34.58;47.76;1
